TAG,LAST_ORG,CAPTURE_ME,LAST_USER,EDIT_DATE,BLOCKNUM,PARCELNUM,PIN,CNTGRAPH,BLOCKLOT,SUBTYPE_GE,SHAPE_Leng,SHAPE_Area,FULLADDR,STDIRPRE,ST_NAME,ST_TYPE,BLDG_NO,UNIT_NUM,area
600000000134254,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",0374,006,0374006,6,0374 006,1,259.452143653,1806.17943134,1411 ARGYLE AVE,,ARGYLE,AVE,1411,,168.240443
600000000042647,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",4620,077,4620077,77,4620 077,1,236.561277197,2250.47611438,3337 WOODLAND AVE,,WOODLAND,AVE,3337,,209.637941
600000000131533,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",1591,031,1591031,31,1591 031,1,152.871076957,756.997567849,2443 E EAGER ST,E,EAGER,ST,2443,,70.3901085
600000000011928,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",5493,021A,5493021A,21A,5493 021A,1,310.361300338,3255.07520322,0,,,,0,,303.199435
600000000211556,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",7882,003,7882003,3,7882 003,1,303.157536762,5085.22989644,2215 BREMEN ST,,BREMEN,ST,2215,,473.720425
600000000107600,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",3424,105,3424105,105,3424 105,1,126.714148149,641.557798749,2202 MORRIS ST,,MORRIS,ST,2202,,59.7748192
600000000075501,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",4075,015,4075015,15/16,4075 015,1,352.459115739,7160.6627343,500 MONTPELIER ST,,MONTPELIER,ST,500,,667.037039
600000000204782,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",2118,063A,2118063A,63A,2118 063A,1,96.9299566684,442.800298438,0,,,,0,,41.2275571
600000000092301,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",4061,033,4061033,33,4061 033,1,225.512390388,2205.37957238,617 SAINT ANNS AVE,,SAINT ANNS,AVE,617,,205.441446
600000000119721,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",2315,013,2315013,13,2315 013,1,213.199037718,1365.69467466,1627 THOMAS AVE,,THOMAS,AVE,1627,,127.261421
600000000033457,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",4285,017A,4285017A,17A,4285 017A,1,437.233877032,8679.71161827,0,,,,0,,808.566046
600000000116717,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",2309,026,2309026,26,2309 026,1,219.612387656,1379.40160564,1716 N WARWICK AVE,N,WARWICK,AVE,1716,,128.408889
600000000203074,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",2530C,085G,2530C085G,85G,2530C085G,1,58.5047746295,183.490154771,0,,,,0,,17.0336731
600000000159780,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",0156,029,0156029,29,0156 029,1,164.171198786,842.076826258,1048 W SARATOGA ST,W,SARATOGA,ST,1048,,78.3902334
600000000118244,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",0322,002,0322002,2,0322 002,1,200.942224321,1323.22899963,1902 MCCULLOH ST,,MCCULLOH,ST,1902,,123.250052
600000000124841,120,BLK,,"PyQt4.QtCore.QDate(2001, 7, 17)",0327,094,0327094,94,0327 094,1,130.24109313,622.270901292,1803 BRUNT ST,,BRUNT,ST,1803,,57.9752628
600000000088021,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",4179E,143,4179E143,143,4179E143,1,190.024954102,1500.24136025,0,,,,0,,139.762125
600000000200161,160,BLK,,"PyQt4.QtCore.QDate(2003, 5, 15)",1897,039,1897039,39,1897 039,1,1118.7586146,14167.648561,3000 BOSTON ST,,BOSTON,ST,3000,,1319.88879
600000000053764,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",6019P,002,6019P002,2/2A,6019P002,1,107.287035219,232.348174166,0,,,,0,,21.6689279
600000000114768,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",1111,051,1111051,51,1111 051,1,157.013132446,877.759603969,423 PITMAN PL,,PITMAN,PL,423,,81.839338
600000000055410,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",8265,014,8265014,14,8265 014,1,255.810043288,2158.25052349,0,,,,0,,201.046564
600000000193694,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",0698,102,0698102,102,0698 102,1,171.839021988,895.062878082,2019 CHRISTIAN ST,,CHRISTIAN,ST,2019,,83.399355
600000000197840,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",2141,043,2141043,43,2141 043,1,243.657081726,1825.53181826,2644 DULANY ST,,DULANY,ST,2644,,170.044793
600000000153999,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",1267,044A,1267044A,44a,1267 044A,1,292.111151016,916.078696722,0,,,,0,,85.4053615
600000000037952,120,BLK,,"PyQt4.QtCore.QDate(2001, 7, 17)",4283,021B,4283021B,21B,4283 021B,1,499.480877155,6966.05376134,0,,,,0,,648.893784
600000000216196,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",7477,024,7477024,24/33,7477 024,1,413.710322542,10727.5827869,2640 HURON ST,,HURON,ST,2640,,999.375895
600000000050627,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",2959B,169,2959B169,169/178,2959B169,1,79.3406638929,290.076219863,3856 YELL ST,,YELL,ST,3856,,27.0423512
600000000129787,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",1572,035B,1572035B,35B,1572 035B,1,216.232802784,2496.63192229,0,,,,0,,232.569588
600000000211148,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",7874A,021,7874A021,21,7874A021,1,232.852754676,1362.65016809,1915 HOLLINS FERRY ROAD,,HOLLINS FERRY,ROAD,1915,,126.959707
600000000144346,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",0097,014,0097014,14,0097 014,1,171.542307247,1051.49784257,1701 W LANVALE ST,W,LANVALE,ST,1701,,97.9258122
600000000138339,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",0490,040,0490040,40/46,0490 040,1,379.229300758,6794.2039617,801 MADISON AVE,,MADISON,AVE,801,,632.902618
600000000160036,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",8030F,001A,8030F001A,1A,8030F001A,1,6828.09877804,834021.864178,0,,,,0,,77693.6131
600000000139929,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",1237,038,1237038,38,1237 038,1,166.788041647,1018.60938264,909 E MADISON ST,E,MADISON,ST,909,,94.9434848
600000000111282,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",1118,030,1118030,30,1118 030,1,177.785633979,1085.11033762,1617 E LANVALE ST,E,LANVALE,ST,1617,,100.962016
600000000174582,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",0206,065,0206065,65,0206 065,1,121.424389261,574.000799726,2033 BOOTH ST,,BOOTH,ST,2033,,53.402828
600000000147727,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",0452,052,0452052,52,0452 052,1,190.560355497,1050.06360293,633 N FREMONT AVE,N,FREMONT,AVE,633,,97.827628
600000000166658,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",1331,012,1331012,12,1331 012,1,254.50302243,1755.2051074,10 N GAY ST,N,GAY,ST,10,,163.415423
600000000218384,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",7649,058,7649058,58,7649 058,1,231.114884581,1592.92364364,649 HILLVIEW ROAD,,HILLVIEW,ROAD,649,,148.386576
600000000204914,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",6750,076,6750076,76/78,6750 076,1,318.500604367,4710.35197925,0,,,,0,,438.731221
600000000137898,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",0393,067,0393067,67,0393 067,1,118.95829937,610.487650151,1311 SHIELDS PL,,SHIELDS,PL,1311,,56.8561866
600000000128438,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",1167,017,1167017,17,1167 017,1,157.477062476,926.599432843,1132 FORREST ST,,FORREST,ST,1132,,86.4271573
600000000072205,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",3511,017,3511017,17,3511 017,1,195.379472112,1391.013759,0,,,,0,,129.795226
600000000211921,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",1029,061,1029061,61,1029 061,1,102.018813087,409.114651812,1808 OLIVE ST,,OLIVE,ST,1808,,38.0458206
600000000159558,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",0157,001,0157001,1,0157 001,1,117.078173437,540.668460379,303 N SCHROEDER ST,N,SCHROEDER,ST,303,,50.3803019
600000000041137,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",3969L,068,3969L068,68/69,3969L068,1,80.0286960339,400.245109083,0,,,,0,,37.2613507
600000000118487,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",1138,099,1138099,99,1138 099,1,122.837639813,571.097421319,1624 LLEWELYN AVE,,LLEWELYN,AVE,1624,,52.9594861
600000000106665,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",1450,098,1450098,98,1450 098,1,116.307700905,641.762959684,1800 N DUNCAN ST,N,DUNCAN,ST,1800,,59.8755106
600000000110443,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",1473,069,1473069,69,1473 069,1,166.775126838,937.074453887,1624 N MONTFORD AVE,N,MONTFORD,AVE,1624,,87.0451334
600000000114023,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",6140,004,6140004,4/5,6140 004,1,1402.1746531,112496.67408,0,,,,0,,10479.5365
600000000215626,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",7447,016,7447016,16,7447 016,1,224.552949022,2198.64758827,2340 ANNAPOLIS ROAD,,ANNAPOLIS,ROAD,2340,,204.839129
600000000135928,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",0065,046,0065046,46,0065 046,1,174.501875087,1043.17042027,1004 N CARROLLTON AVE,N,CARROLLTON,AVE,1004,,97.2274135
600000000116049,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",0307,021,0307021,21/23,0307 021,1,388.763796342,8128.43553134,527 GOLD ST,,GOLD,ST,527,,757.205359
600000000211856,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",0828,002A,0828002A,2A,0828 002A,1,2317.15228248,280869.976617,0,,,,0,,26164.9593
600000000175635,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",0204,059,0204059,59,0204 059,1,176.695225514,1101.84960947,2176 HOLLINS ST,,HOLLINS,ST,2176,,102.742503
600000000222490,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",7258,040,7258040,40,7258 040,1,75.975552788,239.928888616,0,,,,0,,22.3312919
600000000141235,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",1640,081,1640081,81,1640 081,1,156.9713106,810.29250759,618 N PORT ST,N,PORT,ST,618,,75.4289633
600000000099757,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",3813,031,3813031,31,3813 031,1,199.992136881,1274.61722986,347 E 22ND ST,E,22ND,ST,347,,118.784038
600000000075635,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",2736,015,2736015,15,2736 015,1,488.990144391,10009.8711822,4002 SPRINGDALE AVE,,SPRINGDALE,AVE,4002,,932.433201
600000000167257,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",0181,024,0181024,24,0181 024,1,240.000481802,2000.15472905,1532 W FAYETTE ST,W,FAYETTE,ST,1532,,186.426849
600000000160291,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",2293,011,2293011,11,2293 011,1,253.822937644,2300.91992676,501 NORMANDY AVE,,NORMANDY,AVE,501,,214.20217
600000000189959,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",8091,182A,8091182A,182A,8091 182A,1,288.271712844,4401.23112278,0,,,,0,,413.787313
600000000102866,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",3408,135,3408135,135,3408 135,1,178.664702962,1011.22843158,2521 SALEM ST,,SALEM,ST,2521,,94.1919746
600000000114499,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",0293,057,0293057,57,0293 057,1,172.12036669,1246.48775759,718 CUMBERLAND ST,,CUMBERLAND,ST,718,,116.117301
600000000108474,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",3017,010,3017010,10,3017 010,1,380.033163561,7000.51896155,2005 DENISON ST,,DENISON,ST,2005,,651.965666
600000000134076,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",0066,040,0066040,40,0066 040,1,272.033080984,1492.92428971,1020 N ARLINGTON AVE,N,ARLINGTON,AVE,1020,,139.231446
600000000224710,120,BLK,,"PyQt4.QtCore.QDate(2001, 7, 17)",7165,004A,7165004A,4A,7165 004A,1,329.007627171,5377.5798889,0,,,,0,,501.086846
600000000103301,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",3806,021,3806021,21,3806 021,1,196.1852764,1447.41090585,302 E 20TH ST,E,20TH,ST,302,,134.738713
600000000002265,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",5498,055,5498055,55,5498 055,1,178.554032665,1992.48615555,0,,,,0,,185.577589
600000000116390,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",1126,066,1126066,66,1126 066,1,138.736262443,728.612746026,1510 N DALLAS ST,N,DALLAS,ST,1510,,67.644107
600000000000103,160,BLK,,"PyQt4.QtCore.QDate(2003, 5, 21)",5463,030,5463030,30,5463 030,1,64.9624155598,167.581707564,2521 CREIGHTON AVE,,CREIGHTON,AVE,2521,,17.94579
600000000159218,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",0156,022,0156022,22,0156 022,1,142.213730438,753.615697395,309 N ARLINGTON AVE,N,ARLINGTON,AVE,309,,70.1063286
600000000263749,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",8455,001,8455001,1/2,8455 001,1,6749.7986708,1789137.20583,4511 WINDSOR MILL ROAD,,WINDSOR MILL,ROAD,4511,,166667.348
600000000010650,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",4854,008,4854008,8,4854 008,1,772.716549181,28626.3986331,904 W NORTHERN PKWY,W,NORTHERN,PKWY,904,,2666.98331
600000000026472,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",5387,074,5387074,74,5387 074,1,354.275152348,4768.95185018,0,,,,0,,444.258392
600000000425181,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",PSC0,050,PSC0050,50,PSC0 050,1,4645.1703666,374079.846595,0,,,,0,,34846.9859
600000000125925,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",0027,087,0027087,87,0027 087,1,150.508462711,784.574940438,1407 N BRUCE ST,N,BRUCE,ST,1407,,72.993797
600000000209245,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",1992,013,1992013,13,1992 013,1,161.732182949,936.124790752,1629 CUBA ST,,CUBA,ST,1629,,87.2252698
600000000131006,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",0042,121,0042121,121,0042 121,1,160.802497426,819.352938216,1148 N VINCENT ST,N,VINCENT,ST,1148,,76.3129613
600000000098954,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",3816,001,3816001,1,3816 001,1,190.000927433,1200.0957064,346 E 22ND ST,E,22ND,ST,346,,111.738036
600000000199660,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",1898,004,1898004,4/7,1898 004,1,400.213145682,10010.1150005,3107 ELLIOTT ST,,ELLIOTT,ST,3107,,932.463952
600000000166539,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",0187,062,0187062,62,0187 062,1,178.727128394,1112.18543251,930 W FAYETTE ST,W,FAYETTE,ST,930,,103.557043
600000000140069,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",0412,031,0412031,31,0412 031,1,204.409674986,1390.97848831,1231 MYRTLE AVE,,MYRTLE,AVE,1231,,129.575227
600000000135329,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",0373,068,0373068,68,0373 068,1,135.440674877,872.526192581,0,,,,0,,81.2729231
600000000203084,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",2530C,085C,2530C085C,85C/D,2530C085C,1,208.019512202,1389.16095268,0,,,,0,,129.37604
600000000089222,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",2849,093,2849093,93/105,2849 093,1,191.624338797,1627.36136023,0,,,,0,,151.575003
600000000127575,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",1549,083,1549083,83,1549 083,1,155.013124225,829.745445006,1819 HENNEMAN AVE,,HENNEMAN,AVE,1819,,77.244983
600000000058814,200,BLK,,"PyQt4.QtCore.QDate(2003, 3, 25)",8239,017,8239017,17,8239 017,1,196.245474124,2406.04528384,0,,,,0,,224.121134
600000000112299,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",0303,084,0303084,84,0303 084,1,167.377870031,898.10681611,2219 ETTING ST,,ETTING,ST,2219,,83.6682833
600000000163715,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",1367,071A,1367071A,71A,1367 071A,1,365.021003497,2045.77770756,0,,,,0,,190.839908
600000000158601,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",0155,030,0155030,30,0155 030,1,207.320988471,1316.99639369,323 N CARROLLTON AVE,N,CARROLLTON,AVE,323,,122.718745
600000000142505,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",0090,043,0090043,43,0090 043,1,145.769109323,852.951515479,1216 W LANVALE ST,W,LANVALE,ST,1216,,79.6585226
600000000103888,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",4000,040,4000040,40,4000 040,1,213.681979318,1322.88937653,503 E 20TH ST,E,20TH,ST,503,,123.407082
600000000395233,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",PSC0,010,PSC0010,10,PSC0 010,1,2313.50807429,123545.812091,0,,,,0,,11505.7919
600000000131234,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",2448,054,2448054,54,2448 054,1,1418.34964507,40111.6969321,0,,,,0,,3736.5799
600000000128419,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",1547,007,1547007,7,1547 007,1,236.816718747,1734.74701033,1103 N BROADWAY,N,BROADWAY,,1103,,161.506845
600000000059969,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",3312,048,3312048,48,3312 048,1,202.212190464,1419.67763441,4013 REISTERSTOWN ROAD,,REISTERSTOWN,ROAD,4013,,132.27393
600000000102305,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",3408,103,3408103,103,3408 103,1,125.03053784,626.167955443,1511 KENSETT ST,,KENSETT,ST,1511,,58.3218662
600000000225173,160,BLK,,"PyQt4.QtCore.QDate(2003, 8, 20)",0284,066,0284066,66,0284 066,1,135.938696006,314.626170097,400 SCOTT ST,,SCOTT,ST,400,,29.2718411
600000000000118,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",5460A,083,5460A083,83,5460A083,1,426.980130274,8417.8353966,0,,,,0,,778.431215
600000000091191,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",3262C,093,3262C093,93,3262C093,1,75.2125215934,332.218248109,0,,,,0,,30.9291629
600000000144615,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",0499,093,0499093,93,0499 093,1,87.7022994726,376.074596095,519 ORCHARD ST,,ORCHARD,ST,519,,35.0146496
600000000215531,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",7475,076,7475076,76,7475 076,1,1380.8825814,101859.828929,0,,,,0,,9488.96493
600000000100633,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",4177,019,4177019,19,4177 019,1,36.7451491559,65.272550228,0,,,,0,,2.39116942
600000000119207,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",1494,091,1494091,91,1494 091,1,146.982447193,712.604381167,1703 LLEWELYN AVE,,LLEWELYN,AVE,1703,,66.2985996
600000000034379,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",4759,004,4759004,4,4759 004,1,1681.97686818,141993.335353,4810 TAMARIND ROAD,,TAMARIND,ROAD,4810,,13231.1202
600000000148505,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",2501,101,2501101,101/110,2501 101,1,258.019810034,3395.82934984,0,,,,0,,316.385787
600000000126159,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",1555,036,1555036,36,1555 036,1,186.126970373,1044.64789543,1121 N MONTFORD AVE,N,MONTFORD,AVE,1121,,97.1836839
600000000111681,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",0294,086,0294086,86,0294 086,1,140.006794476,648.93524425,2415 N STOCKTON ST,N,STOCKTON,ST,2415,,60.4573973
600000000131026,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",2391,071,2391071,71,2391 071,1,871.394519564,30685.8547821,2711 STRAYER CT,,STRAYER,CT,2711,,2858.51704
600000000125798,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",1158,088,1158088,88,1158 088,1,141.972269877,659.189720566,1217 HOLBROOK ST,,HOLBROOK,ST,1217,,61.6731213
600000000102294,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",3403,072,3403072,72,3403 072,1,145.860555519,738.695814199,1574 RICHLAND ST,,RICHLAND,ST,1574,,68.8117855
600000000163586,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",0164,101,0164101,101,0164 101,1,117.991400895,563.830765897,218 N BRUCE ST,N,BRUCE,ST,218,,52.6838819
600000000104400,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",3261A,037,3261A037,37,3261A037,1,400.148345349,7883.56247647,0,,,,0,,734.395657
600000000118544,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",1138,090,1138090,90,1138 090,1,123.928862207,598.191948226,1606 LLEWELYN AVE,,LLEWELYN,AVE,1606,,55.8582211
600000000030727,160,BLK,,"PyQt4.QtCore.QDate(2003, 5, 22)",5690,039,5690039,39,5690 039,1,129.501051587,169.379451819,0,,,,0,,15.7833316
600000000153636,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",0121,038,0121038,38,0121 038,1,212.97711712,1484.07087775,537 N FULTON AVE,N,FULTON,AVE,537,,137.963612
600000000209598,120,BLK,,"PyQt4.QtCore.QDate(2001, 7, 17)",7805E,014,7805E014,14,7805E014,1,140.521177553,1003.35383404,0,,,,0,,93.4628865
600000000128166,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",1168,013,1168013,13,1168 013,1,269.703030197,1762.27157798,1132 GREENMOUNT AVE,,GREENMOUNT,AVE,1132,,164.17078
600000000113669,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",1480,026,1480026,26,1480 026,1,190.016362225,1377.76397107,1544 N GAY ST,N,GAY,ST,1544,,128.342193
600000000158037,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",2283,079,2283079,79,2283 079,1,58.9964020765,194.993595846,0,,,,0,,18.2296348
600000000141878,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",0411,078,0411078,78,0411 078,1,124.296850424,637.661435926,1211 UPTON ST,,UPTON,ST,1211,,59.4102932
600000000210089,120,BLK,,"PyQt4.QtCore.QDate(2001, 7, 17)",7804,007A,7804007A,7A,7804 007A,1,176.674670963,719.80599503,2411 GEORGETOWN ROAD,,GEORGETOWN,ROAD,2411,,67.0563818
600000000100690,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",3447,031,3447031,31,3447 031,1,244.602443659,1846.61505827,2339 LINDEN AVE,,LINDEN,AVE,2339,,172.01642
600000000091767,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",8393G,024E,8393G024E,24E,8393G024E,1,394.012041955,7558.63590783,2809 HILLSDALE ROAD,,HILLSDALE,ROAD,2809,,704.115454
600000000221510,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",7123,026,7123026,26/30,7123 026,1,547.366860921,11475.8761801,208 FRANKLE ST,,FRANKLE,ST,208,,1069.07301
600000000106669,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",2817,053,2817053,53,2817 053,1,371.956059039,7747.12229396,2106 CHELSEA TERR,,CHELSEA,TERR,2106,,721.670253
600000000100936,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",4171,088,4171088,88,4171 088,1,183.221869112,927.094655553,1951 PERLMAN PL,,PERLMAN,PL,1951,,86.2789909
600000000054806,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",6019P,062,6019P062,62,6019P062,1,14.373180761,8.04930782493,0,,,,0,,0.75959314
600000000118135,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",1498,039,1498039,39,1498 039,1,154.754230372,815.772069953,1413 N WASHINGTON ST,N,WASHINGTON,ST,1413,,76.0662713
600000000178573,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",2243C,043,2243C043,43,2243C043,1,292.199290365,3489.71255055,0,,,,0,,325.082449
600000000110317,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",1476F,019A,1476F019A,19A,1476F019A,1,53.3139855268,133.778700984,0,,,,0,,12.2913848
600000000124229,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",8434,002,8434002,2,8434 002,1,1464.76333042,105208.599136,0,,,,0,,9800.77604
600000000163591,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",6353,065,6353065,65,6353 065,1,119.621322654,526.592428309,7001 GOUGH ST,,GOUGH,ST,7001,,49.0447129
600000000140309,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",0092,010,0092010,10,0092 010,1,170.361953847,1090.29397202,826 N FREMONT AVE,N,FREMONT,AVE,826,,101.627017
600000000192003,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",0289,011,0289011,11,0289 011,1,172.995083981,1005.66499531,420 S PULASKI ST,S,PULASKI,ST,420,,93.882472
600000000174593,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",0238,081,0238081,81/85,0238 081,1,92.9457958442,423.672586792,851 BOYD ST,,BOYD,ST,851,,39.417979
600000000188987,120,BLK,,"PyQt4.QtCore.QDate(2001, 7, 17)",1851,002T,1851002T,2T,1851 002T,1,525.92579648,8619.80399971,820 S MONTFORD AVE,S,MONTFORD,AVE,820,,802.990669
600000000006527,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",4652G,001,4652G001,1/2,4652G001,1,332.179669525,4126.23090419,1920 KELLY AVE,,KELLY,AVE,1920,,384.342543
600000000205431,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",6745,036,6745036,36,6745 036,1,225.915324414,1764.7292783,0,,,,0,,164.39269
600000000046606,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",5816,011,5816011,11,5816 011,1,400.261672982,10116.4146649,0,,,,0,,942.669863
600000000134975,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",0066,059,0066059,59,0066 059,1,112.132426641,534.901793306,1012 N CARLTON ST,N,CARLTON,ST,1012,,49.8877005
600000000213570,120,BLK,,"PyQt4.QtCore.QDate(2001, 7, 17)",7696,007A,7696007A,7A,7696 007A,1,278.747228036,3099.78541261,0,,,,0,,288.755969
