TAG,LAST_ORG,CAPTURE_ME,LAST_USER,EDIT_DATE,BLOCKNUM,PARCELNUM,PIN,CNTGRAPH,BLOCKLOT,SUBTYPE_GE,SHAPE_Leng,SHAPE_Area,FULLADDR,STDIRPRE,ST_NAME,ST_TYPE,BLDG_NO,UNIT_NUM,area
600000000182507,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",6429,036,6429036,36,6429 036,1,136.201634651,852.393465942,3317 SCHUCK ST,,SCHUCK,ST,3317,,79.488913
600000000077986,200,BLK,CADQAQC,"PyQt4.QtCore.QDate(2007, 3, 10)",4095,009,4095009,9/10,4095 009,1,290.180569946,4388.97294391,918 MONTPELIER ST,,MONTPELIER,ST,918,,408.83569
600000000214120,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",2040,016,2040016,16/18,2040 016,1,1660.53904744,71752.4513039,0,,,,0,,6684.78569
600000000459755,200,BLK,CADQAQC,"PyQt4.QtCore.QDate(2007, 10, 3)",6570,097D,6570097D,97D,6570 097D,1,456.94453641,4907.60998486,0,,,,0,,457.17145
600000000046951,200,BLK,CADQAQC,"PyQt4.QtCore.QDate(2008, 3, 17)",4629,026,4629026,26,4629 026,1,268.327908564,1910.74074732,3117 WYLIE AVE,,WYLIE,AVE,3117,,177.976007
600000000043092,200,BLK,CADQAQC,"PyQt4.QtCore.QDate(2008, 3, 17)",4813B,026,4813B026,26/28,4813B026,1,352.897362915,6674.76943324,2933 EDGECOMBE CIRCLE NORTH,,EDGECOMBE CIRCLE NORTH,,2933,,622.202212
600000000047321,200,BLK,CADQAQC,"PyQt4.QtCore.QDate(2008, 3, 17)",4629,007,4629007,7,4629 007,1,262.001062533,1839.92269508,0,,,,0,,171.378946
600000000136159,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",6242C,002A,6242C002A,2A,6242C002A,1,3356.166815,81729.2413597,0,,,,0,,7613.19188
600000000005629,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",4820E,009A,4820E009A,9A,4820E009A,1,1506.64068413,23319.4154966,1001 POPLAR HILL ROAD,,POPLAR HILL,ROAD,1001,,2171.92495
600000000208663,200,BLK,CADQAQC,"PyQt4.QtCore.QDate(2007, 2, 28)",2028,058A,2028058A,58A,2028 058A,1,213.554263722,873.622362352,0,,,,0,,81.3703485
600000000398371,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",PSC0,075,PSC0075,75,PSC0 075,1,18702.6919107,1273767.3595,0,,,,0,,118656.034
600000000035594,200,BLK,CADQAQC,"PyQt4.QtCore.QDate(2008, 3, 17)",4798,066A,4798066A,66A,4798 066A,1,575.422457503,6567.55278665,0,,,,0,,612.32913
600000000048793,200,BLK,CADQAQC,"PyQt4.QtCore.QDate(2008, 3, 17)",3350J,047,3350J047,47,3350J047,1,71.9991645528,259.995576832,0,,,,0,,24.2631138
600000000046129,200,BLK,CADQAQC,"PyQt4.QtCore.QDate(2008, 3, 17)",4626,004,4626004,4,4626 004,1,324.999594921,3435.37446566,3110 WYLIE AVE,,WYLIE,AVE,3110,,319.995642
600000000038983,200,BLK,CADQAQC,"PyQt4.QtCore.QDate(2008, 3, 17)",4623,020,4623020,20,4623 020,1,291.718656457,1999.14119786,4707 DELAWARE AVE,,DELAWARE,AVE,4707,,186.173459
600000000048727,200,BLK,CADQAQC,"PyQt4.QtCore.QDate(2008, 3, 17)",3349A,001,3349A001,1,3349A001,1,414.283846556,8828.72486063,0,,,,0,,822.414158
600000000045852,200,BLK,CADQAQC,"PyQt4.QtCore.QDate(2008, 3, 17)",3350D,103,3350D103,103,3350D103,1,153.028594679,889.191409937,0,,,,0,,82.8473761
600000000263520,200,BLK,CADQAQC,"PyQt4.QtCore.QDate(2008, 9, 18)",PSC0,010,PSC0010,10,PSC0 010,2,6748.87890628,368656.143608,0,,,,0,,34341.5825
600000000461323,200,BLK,CADQAQC,"PyQt4.QtCore.QDate(2008, 9, 29)",6135B,110,6135B110,110,6135B110,1,213.422604293,1749.28159049,4400 GRAPE VINE WAY,,GRAPE VINE,WAY,4400,,163.035604
600000000043970,200,BLK,CADQAQC,"PyQt4.QtCore.QDate(2008, 3, 17)",4813B,023,4813B023,23,4813B023,1,429.612297565,9321.8920108,4603 PALL MALL ROAD,,PALL MALL,ROAD,4603,,868.390524
600000000035812,200,BLK,CADQAQC,"PyQt4.QtCore.QDate(2008, 3, 17)",4616,099,4616099,99,4616 099,1,361.094933244,7559.15233063,4806 PIMLICO ROAD,,PIMLICO,ROAD,4806,,704.151243
600000000047543,200,BLK,CADQAQC,"PyQt4.QtCore.QDate(2008, 3, 17)",4629,013,4629013,13,4629 013,1,261.032065765,1784.13251992,3124 OAKFORD AVE,,OAKFORD,AVE,3124,,166.207905
600000000041162,200,BLK,CADQAQC,"PyQt4.QtCore.QDate(2008, 3, 17)",4626A,101,4626A101,101,4626A101,1,207.263590796,1287.25729565,4655 DELAWARE AVE,,DELAWARE,AVE,4655,,119.895493
600000000220189,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",7075,010,7075010,10,7075 010,1,224.994157675,1249.80488632,422 E PATAPSCO AVE,E,PATAPSCO,AVE,422,,116.396184
600000000125562,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",0027,077,0027077,77,0027 077,1,152.721377311,739.455819702,1414 N BRUCE ST,N,BRUCE,ST,1414,,68.8539643
600000000009642,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",4358,022,4358022,22,4358 022,1,2296.66427896,77662.1626227,0,,,,0,,7234.25403
600000000185161,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",0261,040,0261040,40,0261 040,1,136.022833461,626.9725021,234 S MOUNT ST,S,MOUNT,ST,234,,58.3072807
600000000184256,160,BLK,TJBRADLEY,"PyQt4.QtCore.QDate(2008, 9, 19)",2243B,015,2243B015,15/16,2243B015,1,828.98185169,36665.8197226,116 SIEGWART LANE,,SIEGWART,LANE,116,,3415.64323
600000000158093,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",0155,047,0155047,47,0155 047,1,140.749509752,668.151812808,1107 W MULBERRY ST,W,MULBERRY,ST,1107,,61.9762308
600000000024521,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",4265,014,4265014,14,4265 014,1,285.602668582,2905.14406315,0,,,,0,,270.639233
600000000160110,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",1719,061,1719061,61,1719 061,1,708.760105301,24455.5150614,0,,,,0,,2279.02552
600000000220111,120,BLK,,"PyQt4.QtCore.QDate(2001, 7, 17)",7364,019,7364019,19,7364 019,1,420.001916882,8999.98199876,3326 FAIRFIELD ROAD,,FAIRFIELD,ROAD,3326,,838.403983
600000000151532,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",0127,040,0127040,40,0127 040,1,211.03034518,1410.57831471,1109 EDMONDSON AVE,,EDMONDSON,AVE,1109,,131.421515
600000000027390,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",5165,014,5165014,14,5165 014,1,360.832237415,5616.64915348,704 BEAUMONT AVE,,BEAUMONT,AVE,704,,523.243282
600000000211337,100,BLK,JGANN,"PyQt4.QtCore.QDate(2009, 11, 17)",2020,090,2020090,90,2020 090,1,176.822195107,1000.90687301,1428 1/2 COOKSIE ST,,COOKSIE,ST,1428,,93.2231477
600000000128305,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",1177,014,1177014,14,1177 014,1,227.809108647,1512.27045552,1516 E CHASE ST,E,CHASE,ST,1516,,140.899772
600000000030440,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",4271,014,4271014,14,4271 014,1,267.954059762,2724.26437915,0,,,,0,,253.780296
600000000075105,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",8379,020,8379020,20,8379 020,1,272.097278693,1320.46850088,0,,,,0,,123.020473
600000000038079,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",5198,001,5198001,1,5198 001,1,334.858390479,6196.74709698,0,,,,0,,577.233361
600000000121819,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",1150,018,1150018,18,1150 018,1,176.892890739,1008.13380633,1328 N BOND ST,N,BOND,ST,1328,,93.7679807
600000000191942,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",6732,114,6732114,114,6732 114,1,68.9695293646,266.034066287,1243 DELBERT AVE,,DELBERT,AVE,1243,,24.7885219
600000000139399,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",0074,083,0074083,83,0074 083,1,159.77555255,795.628453452,903 N VINCENT ST,N,VINCENT,ST,903,,74.204561
600000000078074,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",4149A,023,4149A023,23,4149A023,1,321.433082769,6104.2053878,0,,,,0,,568.628366
600000000158024,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",0156,011,0156011,11,0156 011,1,173.468822255,941.101124292,1037 W MULBERRY ST,W,MULBERRY,ST,1037,,87.727316
600000000205351,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",6811,006,6811006,6,6811 006,1,300.005698063,3124.98254269,0,,,,0,,290.948361
600000000142545,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",0500,042,0500042,42,0500 042,1,113.546754949,512.483841693,708 W MONUMENT ST,W,MONUMENT,ST,708,,47.737377
600000000008822,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",4675B,011,4675B011,11,4675B011,1,417.126214707,5460.80197983,0,,,,0,,508.666388
600000000030222,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",5369,010,5369010,10,5369 010,1,360.017628195,6500.03149834,0,,,,0,,605.495374
600000000120831,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",1521,016,1521016,16,1521 016,1,99.5009469112,614.05849484,1300 N ROSE ST,N,ROSE,ST,1300,,57.2189661
600000000051566,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",6019,028A,6019028A,28A,6019 028A,1,402.007515578,7548.33788556,0,,,,0,,703.135805
600000000138949,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",0073,056,0073056,56,0073 056,1,85.2154214824,339.344122007,1703 DITMAN CT,,DITMAN,CT,1703,,31.5444727
600000000035580,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",4580,024,4580024,24,4580 024,1,301.198762101,3669.75584222,5103 ELMER AVE,,ELMER,AVE,5103,,341.862705
600000000182971,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",2253,041,2253041,41/42,2253 041,1,306.010077619,5040.04977812,0,,,,0,,469.499591
600000000225124,160,BLK,,"PyQt4.QtCore.QDate(2003, 8, 20)",0284,017A,0284017A,17A,0284 017A,1,165.986055689,1257.92005296,809 RYAN ST,,RYAN,ST,809,,117.198627
600000000100414,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",4171,135,4171135,135,4171 135,1,167.185762444,894.10487906,1964 PERLMAN PL,,PERLMAN,PL,1964,,83.2781647
600000000123146,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",2450,016,2450016,16,2450 016,1,329.289754895,6760.12510378,3201 BAKER ST,,BAKER,ST,3201,,629.548917
600000000188305,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",0276,080,0276080,80,0276 080,1,136.4956688,641.342381925,327 S BRUCE ST,S,BRUCE,ST,327,,59.6990437
600000000138312,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",0075,056,0075056,56,0075 056,1,174.010856456,1429.81857006,920 N PARRISH ST,N,PARRISH,ST,920,,133.188986
600000000125519,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",1158,012,1158012,12,1158 012,1,182.331469781,893.093208973,1223 ENSOR ST,,ENSOR,ST,1223,,83.3420993
600000000070077,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",3526,027,3526027,27,3526 027,1,303.845388033,2743.35125779,3447 FALLS ROAD,,FALLS,ROAD,3447,,255.581879
600000000045768,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",4790,115,4790115,115,4790 115,1,96.5989688074,480.219395254,0,,,,0,,44.745953
600000000135562,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",0065,043,0065043,43,0065 043,1,175.552697042,1082.185965,1010 N CARROLLTON AVE,N,CARROLLTON,AVE,1010,,101.100305
600000000110509,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",6200,013,6200013,13,6200 013,1,484.875403105,14692.6709612,0,,,,0,,1368.67542
600000000199809,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",2142,020,2142020,20,2142 020,1,207.757062368,1971.74150946,2634 SAINT BENEDICT ST,,SAINT BENEDICT,ST,2634,,183.671456
600000000078105,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",3664A,056A,3664A056A,56A,3664A056A,1,153.527063586,797.390911387,0,,,,0,,74.2687316
600000000119517,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",8424B,015,8424B015,15,8424B015,1,370.451052225,7481.21003392,0,,,,0,,696.892119
600000000216404,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",7470,003,7470003,3,7470 003,1,505.812855645,12930.7859183,2619 HOLLINS FERRY ROAD,,HOLLINS FERRY,ROAD,2619,,1204.59259
600000000137709,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",0077,072,0077072,72,0077 072,1,121.107375003,526.099213012,1322 SMALL ST,,SMALL,ST,1322,,48.960575
600000000101066,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",4177,018,4177018,18,4177 018,1,121.469333517,756.539819139,1920 N ROSE ST,N,ROSE,ST,1920,,71.2105331
600000000090138,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",8393J,050,8393J050,50,8393J050,1,417.069833429,9392.96349497,0,,,,0,,874.984218
600000000192670,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",6732,139,6732139,139,6732 139,1,266.269707121,1986.5033162,0,,,,0,,185.078278
600000000222609,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",7128,016,7128016,16,7128 016,1,288.670616796,2802.8778161,0,,,,0,,261.093207
600000000113799,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",1113,032,1113032,32,1113 032,1,186.278818401,1051.53852502,1611 HOLBROOK ST,,HOLBROOK,ST,1611,,97.7440633
600000000188399,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",0274,093,0274093,93,0274 093,1,140.742858974,670.988423299,1925 WILHELM ST,,WILHELM,ST,1925,,62.7287256
600000000043164,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",4595,021,4595021,21,4595 021,1,230.75710841,554.188818388,0,,,,0,,51.65104
600000000068853,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",3534,134,3534134,134,3534 134,1,145.245711615,658.581700808,708 CRISP ST,,CRISP,ST,708,,61.2791078
600000000149454,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",1669,069,1669069,69,1669 069,1,122.53323299,659.79193811,408 N DUNCAN ST,N,DUNCAN,ST,408,,61.4175871
600000000111557,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",1473,080,1473080,80,1473 080,1,164.930734341,877.185446309,1602 N MONTFORD AVE,N,MONTFORD,AVE,1602,,81.929015
600000000112290,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",1112,015,1112015,15,1112 015,1,173.27111721,1053.56842861,1001 E LANVALE ST,E,LANVALE,ST,1001,,98.2528957
600000000178071,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",6629C,045,6629C045,45,6629C045,1,130.102551691,909.275997254,0,,,,0,,84.6145534
600000000221235,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",7094,009N,7094009N,9N,7094 009N,1,339.840520885,5276.74070547,630 WASHBURN AVE,,WASHBURN,AVE,630,,491.556621
600000000125902,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",0027,073,0027073,73,0027 073,1,150.193772383,657.172683612,1406 N BRUCE ST,N,BRUCE,ST,1406,,61.3363404
600000000131266,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",1181,061,1181061,61,1181 061,1,217.09557805,1259.27267319,1013 FORREST ST,,FORREST,ST,1013,,117.33851
600000000220522,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",7027D,034,7027D034,34,7027D034,1,286.045012154,2800.89963403,0,,,,0,,260.890079
600000000034319,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",5691,066,5691066,66,5691 066,1,383.469523497,4851.41998628,0,,,,0,,451.875941
600000000217671,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",7516,001,7516001,1/9,7516 001,1,349.237615525,4233.47002683,2303 SMITH AVE,,SMITH,AVE,2303,,394.353405
600000000045517,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",5203A,005,5203A005,5,5203A005,1,379.260376135,6978.96055004,709 E 43RD ST,E,43RD,ST,709,,650.106284
600000000128480,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",1169,068,1169068,68,1169 068,1,142.545849581,757.038411435,1126 PROCTOR ST,,PROCTOR,ST,1126,,70.5924079
600000000062697,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",3100N,027,3100N027,27,3100N027,1,401.326555157,7545.10471761,0,,,,0,,702.811257
600000000133303,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",0042,095,0042095,95,0042 095,1,113.209844028,465.896466607,1109 N VINCENT ST,N,VINCENT,ST,1109,,43.5851348
600000000000114,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",5461,022,5461022,22,5461 022,1,364.609418303,6775.63890021,2509 GLENCOE ROAD,,GLENCOE,ROAD,2509,,625.983108
600000000023349,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",4463,011,4463011,11/12,4463 011,1,351.445915232,6294.82041803,5501 WINNER AVE,,WINNER,AVE,5501,,586.380247
600000000152912,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",1690,004,1690004,4,1690 004,1,167.222964614,640.849789441,207 N MONTFORD AVE,N,MONTFORD,AVE,207,,59.8396607
600000000181045,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",0243,097,0243097,97,0243 097,1,148.670844135,764.630822132,1835 LEMMON ST,,LEMMON,ST,1835,,71.298256
600000000143109,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",0084,091,0084091,91,0084 091,1,169.010600941,1014.68375792,800 MCKEAN AVE,,MCKEAN,AVE,800,,94.6911663
600000000112634,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",1471,002,1471002,2,1471 002,1,135.927216535,675.796689639,1603 N GAY ST,N,GAY,ST,1603,,63.1002769
600000000042757,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",4620,076,4620076,76,4620 076,1,241.074400682,2288.32590235,3339 WOODLAND AVE,,WOODLAND,AVE,3339,,213.138546
600000000071194,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",8286,032,8286032,32,8286 032,1,224.454160661,2357.51429517,0,,,,0,,219.610979
600000000118106,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",1120,047,1120047,47,1120 047,1,169.527339022,899.251908293,1510 BRENTWOOD AVE,,BRENTWOOD,AVE,1510,,83.9397906
600000000365954,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",7612C,007,7612C007,7/11,7612C007,1,1796.4156097,31791.1923766,2890 WATERVIEW AVE,,WATERVIEW,AVE,2890,,2961.65672
600000000140499,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",0432,025,0432025,25,0432 025,1,212.076685426,1497.41356859,1137 ARGYLE AVE,,ARGYLE,AVE,1137,,139.491139
600000000122048,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",1150,070,1150070,70,1150 070,1,140.986021724,701.484713915,1311 N DALLAS ST,N,DALLAS,ST,1311,,65.2107755
600000000118288,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",1501,018,1501018,18,1501 018,1,144.684154134,740.333482876,2127 LLEWELYN AVE,,LLEWELYN,AVE,2127,,68.9844984
600000000225046,160,BLK,,"PyQt4.QtCore.QDate(2003, 7, 23)",1346,064,1346064,64,1346 064,1,477.496925464,7250.35010803,101 N DALLAS ST,N,DALLAS,ST,101,,675.225056
600000000154494,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",2484,102,2484102,102/103,2484 102,1,97.9885168384,599.803304957,0,,,,0,,55.7800319
600000000173059,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",0207,039,0207039,39,0207 039,1,331.258633932,2345.80257425,1925 W BALTIMORE ST,W,BALTIMORE,ST,1925,,218.581285
600000000159882,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",0151,058,0151058,58,0151 058,1,123.513755374,528.246668226,312 N PARRISH ST,N,PARRISH,ST,312,,49.0471827
600000000101146,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",4171,085,4171085,85,4171 085,1,184.073810428,961.554812123,1945 PERLMAN PL,,PERLMAN,PL,1945,,89.5951627
600000000141036,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",1641,048,1641048,48,1641 048,1,144.825462571,744.635345746,621 N ROSE ST,N,ROSE,ST,621,,69.4471058
600000000134677,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",0374,003,0374003,3,0374 003,1,179.926139792,1172.76619754,1405 ARGYLE AVE,,ARGYLE,AVE,1405,,109.230935
600000000038315,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",5216,108,5216108,108,5216 108,1,789.601601704,17690.5215377,0,,,,0,,1647.87098
600000000157515,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",2283,055,2283055,55,2283 055,1,480.998567297,9065.62897802,0,,,,0,,844.75312
600000000076732,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",2735,016,2735016,16,2735 016,1,505.137084946,11554.1807186,3906 SPRINGDALE AVE,,SPRINGDALE,AVE,3906,,1076.28991
600000000217792,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",7531,008,7531008,8,7531 008,1,295.500535147,4284.72169039,0,,,,0,,399.152225
600000000064959,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",3335,026,3335026,26,3335 026,1,220.34686112,1440.76548035,2617 SPRINGHILL AVE,,SPRINGHILL,AVE,2617,,134.206534
600000000092849,160,BLK,,"PyQt4.QtCore.QDate(2003, 5, 13)",4182,002A,4182002A,2A,4182 002A,1,2178.28978613,2493.68399005,0,,,,0,,232.396493
600000000104341,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",1454,036,1454036,36,1454 036,1,170.013883671,1050.20667468,1834 N MILTON AVE,N,MILTON,AVE,1834,,97.937127
600000000139327,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",2475I,001,2475I001,1,2475I001,1,1587.41202524,45061.9314691,0,,,,0,,4196.9191
600000000049351,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",3900,001,3900001,1,3900 001,1,304.022752578,3374.59034255,520 E 41ST ST,E,41ST,ST,520,,314.253845
600000000069080,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",8300,023,8300023,23,8300 023,1,115.586656754,812.758489461,0,,,,0,,75.670494
600000000033676,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",4550,031,4550031,31,4550 031,1,370.108392704,7500.32743926,3535 HAYWARD AVE,,HAYWARD,AVE,3535,,698.679191
600000000108494,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",8393N,008,8393N008,8,8393N008,1,349.74685718,6243.47759145,2111 N FOREST PARK AVE,N,FOREST PARK,AVE,2111,,581.605164
600000000079683,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",4092,066,4092066,66,4092 066,1,313.601127131,2667.43645682,0,,,,0,,248.489218
600000000106390,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",1102,117,1102117,117,1102 117,1,144.007586888,719.92135426,1604 EARECKSON PL,,EARECKSON,PL,1604,,67.1671328
600000000127424,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",0031,042,0031042,42,0031 042,1,166.382527782,923.335049464,1849 LORMAN ST,,LORMAN,ST,1849,,85.9605894
600000000219473,120,BLK,,"PyQt4.QtCore.QDate(2001, 7, 17)",7360,025,7360025,25,7360 025,1,359.998507647,4500.47428909,3208 REMLEY ST,,REMLEY,ST,3208,,419.281306
600000000216181,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",7478,007,7478007,7/8,7478 007,1,256.974676469,2954.395545,2614 PUGET ST,,PUGET,ST,2614,,275.22777
600000000168493,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",0202,104,0202104,104,0202 104,1,125.115390765,567.141343555,26 N AMITY ST,N,AMITY,ST,26,,52.8293371
600000000097994,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",4178,066,4178066,66,4178 066,1,4490.21686355,228309.300952,0,,,,0,,21269.0165
600000000212874,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",7892E,017,7892E017,17/18,7892E017,1,289.980753599,4500.00123172,2205 LANGLEY ST,,LANGLEY,ST,2205,,419.201763
600000000195684,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",8091,002C,8091002C,2C,8091 002C,1,939.743895127,11413.3302486,0,,,,0,,1063.22598
600000000122120,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",1151,076,1151076,76,1151 076,1,125.040131114,626.003346668,1635 ELLSWORTH ST,,ELLSWORTH,ST,1635,,58.3746097
600000000110771,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",0299,078,0299078,78,0299 078,1,156.01583189,791.982569524,2312 ETTING ST,,ETTING,ST,2312,,73.7616945
600000000083148,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",4111,008A,4111008A,8A,4111 008A,1,231.390743827,2312.53087045,1448 HOMESTEAD ST,,HOMESTEAD,ST,1448,,215.399583
600000000048545,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",5818,019C,5818019C,19C,5818 019C,1,118.877499758,436.155472621,0,,,,0,,40.614064
600000000170734,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",6354,001,6354001,1,6354 001,1,280.79236446,4599.07677566,6800 EASTERN AVE,,EASTERN,AVE,6800,,428.412407
600000000076146,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",3503,058,3503058,58,3503 058,1,261.039883125,1534.27560662,704 SINGER AVE,,SINGER,AVE,704,,143.036165
600000000118431,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",1499,044,1499044,44,1499 044,1,155.769975256,836.991442886,2037 LLEWELYN AVE,,LLEWELYN,AVE,2037,,78.0809104
600000000004961,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",5128,131,5128131,131,5128 131,1,1067.86153694,40702.2807016,0,,,,0,,3790.95213
600000000104671,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",1450,118,1450118,118,1450 118,1,116.86753483,639.858175277,1840 N DUNCAN ST,N,DUNCAN,ST,1840,,59.4473411
600000000176898,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",0221,001,0221001,1,0221 001,1,210.365974184,2523.91455368,101 MCPHAIL ST,,MCPHAIL,ST,101,,235.092169
